Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
792,29.0,Male,Single,Marketing,Executive,3,13891.0,86,24.0,10,7,2,3.0,3,58,Yes,2,46,2,2,3,4,15,1,No
793,22.0,Male,Married,IT,Assistant,5,4861.0,22,8.0,14,9,1,4.0,3,33,Yes,4,46,17,2,1,3,7,4,No
794,37.0,Male,Divorced,IT,Analyst,5,8269.0,85,10.0,4,4,4,3.0,4,10,No,6,47,16,2,2,3,7,4,No
795,55.0,Male,Single,HR,Analyst,4,14112.0,78,22.0,4,8,2,2.0,3,30,No,3,31,9,3,3,3,29,3,Yes
796,41.0,Female,Single,IT,Executive,1,18699.0,35,13.0,5,8,3,5.0,1,10,No,3,54,1,4,4,2,23,4,No
797,53.0,Male,Divorced,HR,Analyst,4,11320.0,86,21.0,8,8,1,5.0,3,55,Yes,6,33,10,3,1,3,34,3,No
798,27.0,Male,Married,Marketing,Assistant,2,19821.0,77,8.0,10,0,4,5.0,2,37,No,1,48,2,4,4,3,20,4,No
799,59.0,Female,Married,Finance,Executive,5,13740.0,99,4.0,4,1,3,5.0,1,20,No,1,40,1,3,1,3,15,4,No
800,38.0,Male,Single,HR,Analyst,1,6129.0,78,27.0,5,2,2,1.0,2,93,Yes,5,46,8,2,2,2,33,1,No
801,56.0,Male,Married,Marketing,Manager,2,17380.0,34,4.0,12,3,2,1.0,2,9,No,1,41,18,2,3,1,17,2,Yes
802,25.0,Female,Married,Finance,Manager,2,14360.0,22,5.0,4,9,4,4.0,2,25,Yes,8,31,1,2,4,2,20,4,Yes
803,45.0,Male,Married,Sales,Assistant,1,8398.0,72,1.0,14,8,2,5.0,1,90,Yes,2,35,18,1,3,4,13,2,No
804,53.0,Female,Single,HR,Analyst,2,8529.0,60,17.0,6,9,1,2.0,1,7,No,6,38,1,1,4,3,44,2,No
805,25.0,Female,Divorced,HR,Assistant,1,6918.0,45,2.0,12,5,4,4.0,4,7,Yes,5,34,14,4,1,4,24,2,No
806,56.0,Female,Married,Sales,Executive,1,19410.0,23,8.0,3,0,3,5.0,1,59,Yes,4,49,2,1,2,2,47,4,No
807,52.0,Female,Single,Sales,Manager,3,9937.0,29,7.0,8,8,4,1.0,3,71,Yes,1,58,4,3,4,1,37,2,No
808,41.0,Male,Single,HR,Executive,4,10118.0,40,15.0,6,5,4,2.0,2,33,Yes,3,50,10,3,4,1,7,4,No
809,40.0,Female,Divorced,Sales,Analyst,2,19931.0,24,26.0,10,3,3,4.0,4,15,Yes,4,38,6,4,2,3,8,1,Yes
810,25.0,Male,Married,IT,Assistant,2,13860.0,43,25.0,5,3,2,2.0,1,12,Yes,2,57,5,4,2,1,23,4,Yes
811,25.0,Male,Married,Finance,Assistant,3,8338.0,94,5.0,13,2,3,5.0,2,86,No,2,58,13,2,2,2,14,3,No
812,23.0,Male,Divorced,Finance,Assistant,3,15472.0,50,2.0,2,6,1,3.0,1,75,Yes,2,52,0,1,2,2,4,1,No
813,49.0,Male,Divorced,Finance,Executive,3,6140.0,98,7.0,10,2,2,2.0,4,90,Yes,1,37,16,2,2,1,21,2,No
814,30.0,Male,Single,IT,Manager,5,10996.0,51,8.0,10,1,4,2.0,1,21,Yes,2,49,16,1,3,3,46,2,No
815,49.0,Male,Single,Sales,Executive,5,18489.0,85,28.0,7,9,2,1.0,1,95,Yes,6,56,13,1,1,3,10,3,No
816,50.0,Male,Divorced,Marketing,Executive,5,17201.0,37,7.0,2,7,2,5.0,2,26,No,3,37,9,4,1,2,22,1,No
817,43.0,Male,Married,Sales,Analyst,1,10776.0,55,7.0,1,3,1,2.0,3,63,No,5,51,7,2,4,1,30,3,No
818,28.0,Male,Single,HR,Analyst,2,7943.0,94,28.0,7,7,2,5.0,1,1,Yes,1,50,7,2,2,2,30,2,No
819,22.0,Male,Single,Finance,Analyst,4,15886.0,42,14.0,5,0,2,1.0,4,96,No,8,58,13,1,3,2,16,4,No
820,50.0,Female,Married,Sales,Manager,1,11997.0,62,21.0,1,4,2,5.0,1,25,Yes,4,57,6,1,3,4,11,2,Yes
821,59.0,Female,Single,Marketing,Manager,2,10798.0,52,18.0,4,8,4,1.0,1,91,Yes,9,52,5,4,4,2,22,3,No
822,56.0,Female,Married,HR,Analyst,2,11092.0,45,6.0,12,0,2,1.0,3,82,Yes,4,35,3,3,2,3,29,4,No
823,55.0,Male,Married,IT,Analyst,3,6225.0,28,4.0,13,3,3,4.0,2,68,Yes,2,32,0,2,1,1,25,4,Yes
824,43.0,Female,Married,IT,Manager,3,14810.0,87,10.0,4,5,2,5.0,4,96,No,3,34,14,2,2,1,14,2,No
825,50.0,Female,Divorced,Marketing,Assistant,1,17914.0,91,18.0,10,9,1,3.0,2,83,No,5,38,14,4,3,4,14,4,No
826,25.0,Female,Divorced,HR,Manager,3,5460.0,43,12.0,7,7,2,4.0,2,29,Yes,6,36,0,4,2,4,2,1,No
827,21.0,Male,Divorced,Finance,Manager,2,11737.0,65,16.0,9,2,2,1.0,2,7,Yes,7,57,19,2,1,3,13,2,No
828,39.0,Male,Married,Sales,Manager,3,16920.0,63,25.0,2,4,4,3.0,1,37,No,4,33,2,2,1,4,3,2,No
829,47.0,Male,Married,HR,Analyst,5,13754.0,57,7.0,12,6,3,2.0,3,60,No,7,36,4,1,4,2,30,1,No
830,30.0,Male,Divorced,IT,Assistant,3,13833.0,86,6.0,14,0,2,2.0,1,80,Yes,3,34,4,3,3,2,18,2,Yes
831,23.0,Female,Single,Marketing,Manager,2,6114.0,19,28.0,1,6,3,4.0,4,64,No,7,40,3,2,2,3,36,3,Yes
832,34.0,Female,Married,Marketing,Analyst,1,18360.0,56,5.0,2,7,1,3.0,3,66,Yes,4,58,16,4,2,1,21,3,No
833,25.0,Female,Single,Sales,Executive,4,12951.0,21,3.0,7,7,4,5.0,2,45,No,8,44,19,1,4,3,19,2,No
834,49.0,Female,Single,Marketing,Executive,3,5565.0,56,12.0,13,8,3,3.0,3,89,No,9,31,13,1,4,4,16,1,No
835,57.0,Male,Married,Marketing,Manager,2,6174.0,50,15.0,10,5,4,4.0,4,94,No,7,42,7,4,4,1,28,4,No
836,21.0,Male,Married,HR,Executive,4,5630.0,41,10.0,6,5,2,5.0,1,71,No,8,51,1,4,3,1,4,1,No
837,34.0,Male,Single,Finance,Assistant,4,6161.0,72,26.0,4,1,1,5.0,1,42,Yes,8,45,7,1,2,1,15,3,Yes
838,30.0,Female,Single,Sales,Executive,5,7321.0,60,20.0,1,2,4,2.0,2,58,Yes,2,36,0,4,4,4,1,2,No
839,27.0,Male,Divorced,HR,Executive,4,16204.0,80,,13,3,2,3.0,1,45,No,9,37,3,1,3,2,48,1,No
840,45.0,Male,Divorced,Finance,Assistant,2,10099.0,39,16.0,1,3,3,5.0,1,71,Yes,6,35,18,4,2,2,47,4,No
841,24.0,Female,Married,HR,Manager,2,14360.0,87,28.0,5,7,1,4.0,4,34,No,4,53,4,1,1,4,16,4,No
842,25.0,Female,Divorced,HR,Manager,3,13313.0,41,11.0,1,0,1,2.0,3,38,No,5,36,4,2,4,4,20,4,Yes
843,45.0,Male,Divorced,Marketing,Assistant,3,16502.0,15,8.0,12,9,3,5.0,1,91,Yes,5,47,19,2,3,3,33,4,No
844,23.0,Male,Divorced,Finance,Assistant,3,8801.0,88,3.0,7,3,3,3.0,4,50,Yes,7,59,18,4,2,3,17,1,Yes
845,38.0,Male,Divorced,Sales,Assistant,4,17130.0,56,23.0,13,3,1,2.0,4,3,Yes,9,51,11,3,2,2,5,4,No
846,39.0,Male,Single,Sales,Executive,4,17271.0,66,7.0,11,0,4,3.0,2,79,No,7,54,19,2,4,4,5,3,No
847,52.0,Male,Married,Finance,Assistant,5,19075.0,39,23.0,1,2,1,3.0,4,76,Yes,9,57,0,1,4,3,39,4,No
848,39.0,Male,Divorced,Marketing,Analyst,3,7151.0,68,29.0,1,4,3,3.0,2,83,Yes,4,51,6,3,2,4,13,3,No
849,31.0,Female,Single,IT,Executive,1,11911.0,81,7.0,2,5,4,2.0,1,50,Yes,4,49,16,1,3,4,44,1,No
850,20.0,Female,Single,HR,Manager,5,15861.0,20,14.0,13,8,2,5.0,2,4,Yes,6,36,1,1,1,2,36,3,No
851,45.0,Female,Single,Marketing,Manager,1,3666.0,72,2.0,14,8,1,1.0,4,54,No,8,32,10,2,2,2,30,1,No
852,33.0,Male,Divorced,Finance,Manager,4,19667.0,84,10.0,11,8,3,5.0,3,19,No,9,34,6,4,3,4,4,4,Yes
853,57.0,Female,Divorced,HR,Executive,5,8840.0,67,19.0,12,0,2,2.0,3,23,No,1,30,16,4,4,1,23,2,No
854,56.0,Male,Married,Sales,Analyst,5,6565.0,80,26.0,10,8,1,1.0,1,35,No,1,44,2,1,2,1,21,3,No
855,30.0,Male,Divorced,IT,Assistant,2,13426.0,72,9.0,3,7,1,1.0,1,33,No,8,55,5,2,4,4,21,3,Yes
856,55.0,Female,Divorced,Sales,Assistant,4,10366.0,96,16.0,13,1,4,1.0,3,53,No,7,32,10,1,1,2,6,2,Yes
857,32.0,Male,Single,Finance,Manager,4,18630.0,16,19.0,11,0,3,4.0,2,33,No,9,37,17,3,4,1,24,1,No
858,22.0,Male,Married,HR,Manager,5,10382.0,90,18.0,1,0,2,2.0,1,82,Yes,3,54,17,1,1,2,47,1,No
859,52.0,Female,Divorced,Finance,Executive,4,19149.0,36,9.0,9,5,1,4.0,4,16,No,5,38,9,2,4,1,31,4,No
860,25.0,Female,Divorced,HR,Analyst,5,18871.0,51,16.0,10,8,4,1.0,1,4,No,3,44,4,1,4,4,19,3,No
861,29.0,Female,Single,Marketing,Assistant,2,16273.0,34,13.0,8,6,2,4.0,2,88,No,5,39,14,2,1,3,38,1,No
862,24.0,Male,Single,IT,Executive,5,3992.0,38,10.0,5,4,2,4.0,1,17,No,1,31,19,4,4,3,12,4,No
863,42.0,Female,Divorced,Marketing,Assistant,4,9858.0,98,25.0,13,1,1,2.0,4,54,Yes,4,49,3,2,3,2,14,1,Yes
864,29.0,Female,Married,Marketing,Manager,4,5121.0,79,20.0,11,0,2,3.0,4,52,No,6,34,0,3,4,2,12,2,No
865,21.0,Male,Married,Finance,Assistant,5,15388.0,79,14.0,2,1,1,4.0,4,49,No,2,48,14,2,2,1,15,2,No
866,32.0,Female,Single,IT,Analyst,5,7136.0,95,12.0,5,0,4,4.0,2,71,Yes,7,42,16,3,4,4,19,2,No
867,59.0,Female,Single,HR,Analyst,5,19727.0,15,25.0,6,2,4,1.0,2,90,No,8,40,18,3,3,1,28,4,No
868,21.0,Female,Divorced,HR,Manager,3,15653.0,17,19.0,14,5,2,1.0,4,78,No,1,30,13,1,2,4,40,3,No
869,39.0,Male,Single,Sales,Analyst,4,18479.0,60,7.0,1,7,1,1.0,4,44,No,4,51,18,3,3,4,41,2,No
870,20.0,Male,Divorced,HR,Analyst,4,7823.0,69,23.0,11,2,3,5.0,2,12,No,4,59,17,2,2,2,5,2,No
871,56.0,Male,Married,Finance,Executive,3,7920.0,89,15.0,4,9,4,4.0,2,15,No,5,44,1,4,4,3,5,1,Yes
872,28.0,Male,Married,Marketing,Assistant,5,8471.0,78,16.0,9,8,1,1.0,2,85,No,4,55,5,2,3,3,6,2,No
873,36.0,Female,Divorced,Marketing,Manager,2,12533.0,59,27.0,2,9,1,2.0,3,83,No,9,47,12,4,4,2,23,3,No
874,28.0,Male,Single,Marketing,Manager,5,10127.0,40,8.0,5,4,1,5.0,2,12,Yes,7,45,16,3,2,3,3,4,No
875,30.0,Male,Married,IT,Manager,5,6720.0,91,10.0,1,6,2,3.0,4,19,Yes,2,38,5,1,3,2,37,2,No
876,34.0,Female,Single,HR,Manager,3,18696.0,79,4.0,4,7,3,4.0,3,65,No,1,30,4,3,1,1,33,4,No
877,43.0,Female,Married,Finance,Manager,4,4364.0,38,19.0,4,2,2,4.0,2,98,Yes,9,40,6,3,3,4,43,4,No
878,57.0,Female,Divorced,IT,Analyst,5,5708.0,88,19.0,6,1,4,2.0,4,46,No,1,38,0,4,4,3,21,3,No
879,54.0,Male,Divorced,Sales,Executive,4,15982.0,49,28.0,10,1,2,3.0,1,18,Yes,6,52,12,2,1,3,20,1,No
880,49.0,Male,Divorced,Finance,Manager,1,3151.0,38,21.0,9,4,1,3.0,3,44,No,2,40,18,1,1,1,1,1,No
881,50.0,Male,Married,Finance,Executive,4,5321.0,42,27.0,3,0,2,5.0,4,36,Yes,4,42,0,1,2,1,39,4,No
882,24.0,Female,Single,Finance,Executive,2,16865.0,94,15.0,9,1,1,4.0,1,53,No,6,55,12,1,1,3,47,2,No
883,33.0,Female,Single,Marketing,Analyst,2,3495.0,30,14.0,6,8,3,1.0,4,5,Yes,5,31,10,1,1,3,17,4,No
884,30.0,Male,Single,Finance,Manager,5,14987.0,73,1.0,7,6,2,2.0,2,13,Yes,6,43,6,2,2,2,29,1,No
885,28.0,Female,Married,HR,Analyst,4,5148.0,95,16.0,12,5,2,2.0,2,3,No,3,35,19,1,3,2,8,2,Yes
886,53.0,Female,Married,Finance,Manager,5,3556.0,68,10.0,10,8,2,2.0,1,85,No,5,37,2,4,4,3,26,1,No
887,31.0,Female,Married,Marketing,Analyst,3,16393.0,93,19.0,2,6,1,2.0,2,54,Yes,2,47,0,4,3,2,28,3,No
888,54.0,Male,Married,Finance,Executive,2,4552.0,30,22.0,11,4,1,1.0,4,99,Yes,7,45,7,1,1,1,34,1,Yes
889,54.0,Female,Married,Sales,Manager,5,6085.0,29,3.0,10,8,2,1.0,1,33,No,3,50,16,1,4,4,26,2,No
890,20.0,Female,Single,Sales,Assistant,3,3156.0,25,5.0,14,5,2,5.0,4,26,Yes,1,58,12,2,3,2,13,2,No
891,59.0,Male,Married,Marketing,Executive,5,11926.0,79,9.0,6,5,3,4.0,4,6,No,8,41,13,2,4,4,44,4,No
892,41.0,Male,Married,HR,Assistant,4,10162.0,93,18.0,6,3,3,1.0,4,2,Yes,8,40,4,1,1,2,37,2,No
893,48.0,Female,Single,HR,Executive,4,11055.0,82,11.0,2,0,4,5.0,2,46,Yes,3,35,5,2,3,3,13,3,No
894,27.0,Female,Married,IT,Analyst,4,7654.0,57,16.0,2,4,3,3.0,2,96,No,7,32,5,3,4,2,38,1,No
895,30.0,Male,Single,Marketing,Manager,4,14468.0,83,2.0,14,8,3,4.0,4,1,No,9,43,7,1,4,4,25,4,No
896,56.0,Male,Single,Finance,Executive,1,3154.0,27,12.0,2,7,3,1.0,3,79,No,8,57,12,2,3,4,47,4,No
897,33.0,Female,Divorced,Marketing,Analyst,3,10950.0,24,22.0,10,7,1,3.0,4,24,Yes,3,31,17,4,3,3,23,2,No
898,49.0,Female,Divorced,IT,Manager,3,18323.0,89,6.0,12,4,3,5.0,4,59,Yes,2,40,3,1,1,4,22,3,No
899,54.0,Female,Divorced,Marketing,Manager,4,7626.0,96,11.0,1,8,3,1.0,1,78,Yes,7,51,16,1,2,3,21,4,No
900,40.0,Female,Divorced,Marketing,Executive,1,17259.0,55,27.0,5,2,2,1.0,4,23,No,7,32,4,4,4,3,30,3,No
901,56.0,Male,Married,IT,Manager,4,17873.0,64,8.0,8,2,1,3.0,2,14,Yes,9,47,2,4,3,4,11,3,No
902,24.0,Female,Divorced,HR,Executive,1,16016.0,85,12.0,2,0,4,1.0,1,94,Yes,5,30,3,2,3,1,4,1,Yes
903,38.0,Female,Single,Finance,Manager,4,12369.0,73,29.0,13,8,4,2.0,3,13,No,4,59,4,4,3,4,33,1,No
904,33.0,Male,Married,IT,Assistant,2,3153.0,53,27.0,5,5,3,1.0,1,53,Yes,8,53,13,3,4,4,47,1,No
905,45.0,Female,Divorced,Sales,Analyst,2,10853.0,17,2.0,12,1,4,4.0,3,77,Yes,4,30,14,1,1,2,12,3,No
906,23.0,Male,Single,HR,Assistant,5,15379.0,90,9.0,8,7,4,3.0,1,5,No,4,41,19,3,2,4,9,1,Yes
907,44.0,Female,Married,Sales,Executive,4,18792.0,21,15.0,10,8,4,4.0,1,77,No,2,44,16,2,4,2,32,4,Yes
908,44.0,Female,Married,HR,Assistant,3,8599.0,63,2.0,14,8,3,5.0,3,80,No,1,34,5,4,1,2,11,4,No
909,37.0,Male,Divorced,Finance,Executive,5,17785.0,40,29.0,5,1,4,4.0,2,17,No,4,56,9,1,4,4,37,2,Yes
910,59.0,Male,Married,Finance,Manager,2,14049.0,47,1.0,2,1,3,2.0,2,19,No,7,35,15,4,4,3,24,3,No
911,27.0,Female,Single,Marketing,Manager,4,3786.0,62,10.0,3,6,2,2.0,2,61,No,9,45,16,4,3,1,7,1,No
912,58.0,Female,Married,Sales,Executive,5,7368.0,93,2.0,6,3,2,4.0,1,80,No,9,56,13,2,1,4,8,4,No
913,59.0,Female,Single,HR,Assistant,4,17923.0,16,12.0,11,0,4,5.0,4,79,No,1,41,19,2,3,4,33,3,No
914,33.0,Male,Married,Finance,Manager,2,7272.0,85,23.0,11,7,2,1.0,1,39,No,5,41,11,2,3,3,25,3,No
915,51.0,Female,Divorced,IT,Analyst,5,8994.0,46,8.0,5,1,3,2.0,4,38,Yes,7,32,8,2,1,2,1,1,No
916,57.0,Male,Single,Finance,Manager,2,10011.0,18,5.0,11,2,2,4.0,4,51,No,7,59,14,1,3,3,3,3,Yes
917,52.0,Male,Married,IT,Analyst,1,17086.0,34,22.0,4,4,4,4.0,2,31,No,6,52,11,3,3,3,40,1,No
918,42.0,Female,Married,HR,Assistant,2,12261.0,50,28.0,4,2,3,4.0,4,72,Yes,4,31,13,3,2,2,28,1,No
919,34.0,Male,Married,Finance,Analyst,4,10011.0,46,1.0,5,6,1,1.0,1,26,No,3,36,17,1,1,4,43,1,No
920,52.0,Female,Single,Finance,Analyst,3,4212.0,42,15.0,2,6,3,3.0,1,51,Yes,9,31,19,4,1,3,33,3,Yes
921,44.0,Female,Single,HR,Analyst,2,17141.0,91,6.0,9,1,2,5.0,2,96,Yes,4,50,5,1,3,3,46,3,Yes
922,36.0,Female,Single,Finance,Analyst,3,12344.0,15,12.0,2,6,1,3.0,3,62,No,8,36,3,3,3,4,1,1,No
923,52.0,Female,Divorced,IT,Manager,1,9704.0,74,8.0,10,5,3,5.0,1,73,Yes,1,40,11,3,1,4,38,3,No
924,21.0,Female,Divorced,Finance,Analyst,5,18896.0,70,13.0,2,9,1,5.0,4,62,No,7,40,12,1,1,1,27,1,No
925,33.0,Male,Single,Sales,Manager,5,3143.0,49,19.0,10,8,1,4.0,1,16,No,6,43,18,2,4,3,38,2,No
926,59.0,Male,Married,Marketing,Analyst,3,13681.0,44,27.0,14,8,1,2.0,1,48,Yes,1,32,12,4,1,1,35,3,No
927,59.0,Female,Divorced,IT,Executive,5,10367.0,68,1.0,9,1,3,4.0,1,99,Yes,4,43,11,1,4,2,10,3,No
928,58.0,Female,Single,Sales,Assistant,2,6228.0,50,11.0,14,6,2,1.0,3,80,Yes,5,40,19,3,3,4,12,2,No
929,25.0,Male,Married,HR,Analyst,3,7582.0,69,20.0,3,4,3,5.0,4,81,No,8,33,2,2,2,4,10,2,No
930,25.0,Male,Divorced,IT,Executive,4,16147.0,94,1.0,10,5,2,2.0,2,22,No,4,46,2,4,2,1,34,2,No
931,22.0,Male,Married,Marketing,Analyst,2,14397.0,72,8.0,7,0,3,5.0,1,97,Yes,3,45,13,3,4,3,24,1,No
932,26.0,Male,Married,Marketing,Analyst,2,9031.0,97,5.0,4,6,3,5.0,4,71,No,2,32,17,4,3,2,28,1,No
933,27.0,Female,Married,HR,Analyst,2,7243.0,79,17.0,13,5,3,4.0,4,12,No,4,54,18,2,3,3,22,4,Yes
934,34.0,Female,Married,HR,Executive,4,16647.0,83,8.0,13,3,2,2.0,2,22,Yes,4,39,9,3,3,3,45,2,No
935,48.0,Male,Divorced,IT,Assistant,1,14496.0,65,25.0,6,0,3,2.0,1,56,Yes,5,50,16,2,1,1,16,4,Yes
936,52.0,Female,Divorced,Finance,Executive,5,12549.0,36,10.0,14,8,1,5.0,3,61,Yes,7,44,14,1,3,3,13,1,Yes
937,49.0,Male,Divorced,HR,Assistant,3,18146.0,67,2.0,4,3,3,2.0,4,53,Yes,9,37,18,1,1,1,36,3,No
938,58.0,Female,Single,Finance,Analyst,1,7185.0,50,9.0,10,1,1,2.0,2,19,Yes,2,47,8,4,4,4,36,2,No
939,46.0,Male,Divorced,Sales,Manager,3,15486.0,82,24.0,7,7,4,4.0,3,85,Yes,5,32,3,2,2,4,43,3,No
940,55.0,Female,Married,Marketing,Analyst,5,10328.0,50,23.0,1,1,4,3.0,4,51,Yes,9,36,14,2,4,4,23,1,No
941,48.0,Male,Divorced,Finance,Assistant,4,19684.0,66,3.0,3,4,2,1.0,1,22,Yes,3,59,18,4,3,2,14,2,No
942,57.0,Male,Married,Marketing,Executive,2,6010.0,67,18.0,13,5,2,3.0,4,34,Yes,1,39,15,4,3,2,32,4,No
943,52.0,Female,Single,Finance,Analyst,2,8555.0,96,7.0,3,7,4,2.0,3,66,Yes,2,49,7,4,4,3,3,4,No
944,56.0,Male,Married,Sales,Executive,4,3067.0,64,15.0,1,0,3,5.0,3,33,No,6,38,16,1,1,1,27,1,No
945,46.0,Female,Married,HR,Executive,1,15185.0,94,21.0,6,0,3,1.0,1,32,No,5,43,0,4,1,3,19,3,Yes
946,52.0,Female,Married,Sales,Executive,1,4537.0,55,22.0,13,3,3,1.0,1,45,Yes,1,52,6,1,1,4,22,1,No
947,23.0,Male,Single,HR,Analyst,3,19781.0,32,20.0,11,4,4,5.0,2,80,No,1,43,17,4,2,3,1,3,No
948,41.0,Female,Divorced,HR,Executive,4,14549.0,36,18.0,14,8,1,1.0,1,44,No,4,40,11,2,2,3,5,1,Yes
949,21.0,Female,Divorced,Marketing,Executive,1,8680.0,80,25.0,9,6,2,5.0,2,18,No,4,57,15,2,3,3,49,4,No
950,29.0,Female,Single,Sales,Analyst,4,11747.0,35,3.0,8,6,1,1.0,3,93,No,6,30,0,4,4,4,33,3,No
951,24.0,Female,Married,Finance,Executive,5,18116.0,58,28.0,11,7,4,3.0,3,86,No,6,33,14,4,4,1,19,1,Yes
952,29.0,Female,Divorced,Sales,Analyst,2,5941.0,61,23.0,7,4,1,1.0,4,14,No,6,55,6,1,3,3,36,2,No
953,52.0,Male,Single,Marketing,Assistant,2,13849.0,53,14.0,10,4,3,4.0,4,77,Yes,1,56,16,3,1,4,6,4,No
954,57.0,Female,Divorced,HR,Assistant,2,10067.0,43,24.0,8,0,3,5.0,2,65,Yes,9,35,2,1,2,2,15,4,No
955,32.0,Female,Single,Marketing,Assistant,4,13151.0,68,2.0,6,8,1,1.0,1,38,No,7,51,10,2,4,1,36,2,No
956,50.0,Female,Married,IT,Executive,4,18126.0,99,14.0,9,5,4,5.0,1,17,No,7,55,5,4,3,4,33,1,No
957,55.0,Female,Divorced,IT,Manager,3,18613.0,31,22.0,3,8,1,4.0,4,69,Yes,7,51,5,2,1,3,24,3,No
958,43.0,Female,Single,Finance,Manager,2,9447.0,94,11.0,10,2,3,1.0,3,58,No,2,34,14,3,1,4,27,4,No
959,34.0,Male,Divorced,Marketing,Executive,3,8499.0,74,16.0,10,4,3,1.0,2,31,No,2,32,6,1,2,1,49,1,Yes
960,48.0,Female,Divorced,Finance,Manager,2,9273.0,45,8.0,9,1,4,4.0,3,20,No,6,31,10,2,2,3,11,2,No
961,27.0,Male,Divorced,Finance,Analyst,3,4299.0,87,7.0,4,9,1,4.0,3,39,No,7,32,16,1,3,2,49,3,No
962,24.0,Male,Divorced,IT,Manager,3,9701.0,92,11.0,7,4,3,4.0,1,91,No,3,38,17,4,3,2,23,1,No
963,48.0,Male,Single,Finance,Executive,5,7994.0,63,3.0,13,7,3,5.0,2,26,Yes,4,48,18,2,1,2,33,1,No
964,23.0,Male,Married,IT,Executive,3,18627.0,16,17.0,9,1,1,4.0,3,1,Yes,3,48,7,3,1,4,41,4,No
965,31.0,Female,Single,HR,Analyst,4,10489.0,62,14.0,2,7,1,5.0,4,96,No,7,46,19,1,4,1,46,4,Yes
966,21.0,Male,Single,Marketing,Assistant,3,11269.0,28,6.0,2,3,2,3.0,4,79,Yes,7,47,7,1,1,2,47,3,No
967,46.0,Male,Single,Finance,Executive,2,5831.0,73,8.0,9,9,4,1.0,1,38,No,4,40,10,3,3,3,29,1,No
968,50.0,Female,Married,IT,Analyst,3,14602.0,72,22.0,12,9,4,1.0,4,85,No,7,41,2,2,2,3,31,2,No
969,55.0,Female,Divorced,Sales,Manager,1,14819.0,72,5.0,13,0,1,2.0,4,55,No,5,32,13,2,3,3,1,2,No
970,55.0,Female,Divorced,Finance,Manager,2,4996.0,65,27.0,3,4,4,3.0,3,12,No,1,47,8,1,4,4,34,3,Yes
971,45.0,Male,Divorced,HR,Analyst,1,14619.0,98,28.0,9,0,3,4.0,4,55,No,4,53,0,3,4,1,18,1,No
972,46.0,Female,Married,HR,Analyst,2,19661.0,16,8.0,13,6,1,4.0,4,65,No,7,35,0,1,2,1,18,4,No
973,24.0,Female,Divorced,Sales,Executive,4,6089.0,55,2.0,5,7,1,3.0,3,77,No,2,36,11,1,3,2,6,1,No
974,39.0,Male,Married,IT,Manager,4,3523.0,97,15.0,6,2,1,4.0,1,55,No,2,30,10,4,4,1,40,4,No
975,30.0,Female,Divorced,Finance,Analyst,4,15410.0,96,12.0,2,2,2,2.0,1,27,No,1,35,0,2,3,3,1,2,No
976,29.0,Female,Divorced,IT,Manager,1,18732.0,30,17.0,8,6,4,5.0,2,63,Yes,2,47,19,2,4,3,47,3,No
977,59.0,Female,Single,HR,Analyst,5,11167.0,18,1.0,11,3,2,1.0,4,70,No,8,42,11,4,2,4,42,3,No
978,57.0,Female,Married,IT,Manager,2,8190.0,26,15.0,9,2,3,3.0,3,81,Yes,8,51,16,2,4,3,30,3,No
979,25.0,Male,Single,HR,Assistant,4,7575.0,43,14.0,2,7,4,1.0,2,63,Yes,8,48,14,2,3,1,4,4,No
980,27.0,Female,Single,IT,Executive,2,10727.0,21,20.0,6,2,2,5.0,1,55,No,1,36,1,2,3,3,32,2,No
981,42.0,Female,Single,Sales,Manager,1,18378.0,28,22.0,6,6,1,3.0,1,40,Yes,1,48,17,3,4,2,10,2,Yes
982,45.0,Male,Married,Marketing,Assistant,5,4797.0,26,16.0,8,1,2,5.0,3,99,No,4,38,15,4,1,4,43,3,Yes
983,31.0,Female,Married,Sales,Manager,1,5131.0,19,29.0,10,0,1,4.0,2,40,No,6,32,3,1,2,4,5,3,No
984,45.0,Male,Divorced,Sales,Manager,2,17900.0,95,9.0,12,5,2,4.0,2,99,No,8,52,7,3,2,1,9,4,No
985,32.0,Female,Single,Marketing,Assistant,5,14332.0,46,1.0,5,7,2,4.0,3,3,No,2,41,1,1,4,3,5,4,No
986,59.0,Male,Divorced,Marketing,Manager,5,9666.0,88,28.0,9,0,2,5.0,3,56,Yes,3,49,13,4,4,3,11,1,No
987,37.0,Male,Single,Finance,Manager,1,19526.0,57,17.0,1,9,1,5.0,2,29,Yes,6,53,14,4,1,1,35,4,No
988,44.0,Male,Married,Finance,Executive,4,15479.0,95,29.0,9,8,2,5.0,1,87,No,4,59,8,4,2,1,27,1,No
989,52.0,Male,Married,Sales,Assistant,2,4410.0,83,13.0,10,2,4,1.0,4,83,Yes,2,47,1,2,1,2,4,3,No
990,59.0,Female,Married,Sales,Assistant,3,15665.0,59,21.0,7,2,4,5.0,1,45,Yes,7,37,16,3,2,1,10,2,No
